0, 29, 295, 88
1, 152, 1465, 475
2, 254, 1479, 484
3, 254, 1489, 503
4, 254, 1495, 530
5, 254, 1493, 554
6, 29, 591, 431
7, 29, 303, 136
8, 29, 1320, 384
9, 29, 326, 7
10, 29, 240, 144
11, 29, 1099, 423
12, 29, 0, 0
13, 29, 480, 400
14, 187, 1502, 474
15, 254, 1517, 480
16, 254, 1530, 502
17, 254, 1533, 527
18, 254, 1535, 550
19, 29, 215, 7
20, 29, 670, 423
21, 29, 1272, 368
22, 29, 311, 88
23, 29, 335, 48
24, 29, 320, 16
25, 29, 1311, 352
26, 37, 1536, 472
27, 254, 1553, 475
28, 254, 1570, 492
29, 254, 1578, 518
30, 254, 1576, 541
31, 251, 1571, 557
32, 34, 1563, 562
33, 29, 776, 391
34, 29, 223, 767
35, 29, 1287, 451
36, 29, 1318, 352
37, 29, 408, 23
38, 155, 1584, 470
39, 254, 1602, 476
40, 254, 1615, 498
41, 255, 1620, 524
42, 254, 1618, 542
43, 156, 1608, 554
44, 29, 255, 143
45, 29, 280, 136
46, 29, 614, 400
47, 29, 224, 227
48, 29, 1280, 304
49, 29, 1311, 392
50, 254, 1640, 470
51, 254, 1654, 486
52, 255, 1659, 513
53, 254, 1658, 534
54, 161, 1648, 545
55, 29, 407, 0
56, 29, 288, 8
57, 29, 320, 167
58, 29, 1335, 367
59, 29, 1318, 327
60, 202, 1663, 462
61, 254, 1681, 472
62, 254, 1693, 494
63, 255, 1694, 520
64, 29, 38, 63
65, 28, 357, 0
66, 29, 48, 15
67, 29, 255, 327
68, 29, 240, 243
69, 29, 56, 16
70, 29, 1056, 391
71, 32, 1478, 474
72, 254, 1493, 478
73, 254, 1506, 494
74, 254, 1514, 518
75, 254, 1515, 544
76, 29, 398, 16
77, 29, 11, 160
78, 29, 360, 71
79, 29, 614, 408
80, 29, 328, 59
81, 29, 39, 8
82, 29, 367, 56
83, 29, 336, 83
84, 249, 1522, 473
85, 253, 1539, 480
86, 254, 1550, 502
87, 254, 1557, 527
88, 253, 1556, 549
89, 29, 223, 176
90, 29, 344, 40
91, 29, 1096, 408
92, 29, 335, 59
93, 29, 592, 704
94, 29, 360, 40
95, 29, 496, 391
96, 230, 1565, 473
97, 255, 1582, 480
98, 254, 1596, 501
99, 255, 1601, 527
100, 255, 1598, 548
101, 37, 1589, 557
102, 29, 80, 16
103, 29, 263, 224
