0, 52, 1144, 698
1, 53, 1144, 698
2, 51, 1144, 699
3, 50, 1144, 698
4, 252, 1513, 589
5, 254, 1528, 602
6, 254, 1541, 622
7, 254, 1552, 647
8, 254, 1554, 674
9, 231, 1549, 694
10, 100, 1536, 703
11, 49, 1144, 705
12, 52, 1144, 699
13, 53, 1144, 698
14, 51, 1144, 698
15, 50, 1144, 705
16, 53, 1144, 698
17, 241, 1558, 598
18, 253, 1576, 612
19, 255, 1590, 633
20, 255, 1596, 661
21, 254, 1594, 686
22, 250, 1582, 700
23, 50, 1144, 696
24, 52, 1144, 696
25, 51, 1144, 704
26, 51, 1143, 706
27, 54, 1144, 699
28, 54, 1144, 704
29, 53, 1144, 698
30, 254, 1616, 612
31, 255, 1630, 634
32, 254, 1637, 660
33, 254, 1636, 685
34, 233, 1624, 699
35, 53, 1144, 699
36, 51, 1144, 696
37, 51, 1144, 698
38, 49, 1144, 696
39, 51, 1144, 705
40, 111, 1628, 602
41, 249, 1649, 606
42, 254, 1664, 623
43, 254, 1675, 647
44, 254, 1677, 674
45, 254, 1669, 694
46, 78, 1655, 700
47, 52, 1144, 698
48, 51, 1143, 706
49, 51, 1144, 699
50, 51, 1143, 704
51, 53, 1144, 698
52, 220, 1685, 606
53, 254, 1703, 623
54, 254, 1714, 646
55, 254, 1716, 674
56, 240, 1706, 691
57, 97, 1693, 695
58, 50, 1144, 704
59, 51, 1144, 705
60, 50, 1143, 708
61, 55, 1144, 699
62, 83, 1708, 606
63, 251, 1728, 614
64, 255, 1524, 637
65, 254, 1528, 664
66, 253, 1523, 689
67, 208, 1515, 703
68, 51, 1144, 698
69, 51, 1143, 706
70, 51, 1144, 697
71, 52, 1144, 698
72, 51, 1144, 696
73, 50, 1144, 698
74, 52, 1531, 594
75, 254, 1547, 600
76, 254, 1561, 619
77, 255, 1572, 643
78, 253, 1576, 672
79, 253, 1568, 692
80, 146, 1557, 701
81, 54, 1144, 698
82, 50, 1144, 704
83, 51, 1144, 699
84, 51, 1144, 705
85, 52, 1144, 704
86, 51, 1144, 704
87, 247, 1582, 601
88, 254, 1599, 615
89, 254, 1613, 638
90, 254, 1619, 665
91, 254, 1613, 690
92, 150, 1602, 702
93, 51, 1144, 699
94, 50, 1144, 696
95, 51, 1144, 706
96, 50, 1144, 705
97, 54, 1144, 698
98, 74, 1609, 600
99, 244, 1629, 603
100, 254, 1646, 621
101, 254, 1655, 647
102, 254, 1655, 674
103, 253, 1649, 694
104, 142, 1634, 701
105, 49, 1144, 705
106, 49, 1144, 699
107, 51, 1144, 696
108, 50, 1144, 698
109, 53, 1144, 699
110, 203, 1666, 604
111, 254, 1683, 618
112, 254, 1694, 642
113, 254, 1696, 669
114, 254, 1691, 691
115, 51, 1144, 696
116, 50, 1144, 699
117, 52, 1144, 704
118, 52, 1144, 705
119, 52, 1144, 699
120, 49, 1144, 699
121, 228, 1705, 608
122, 253, 1723, 623
123, 254, 1734, 650
124, 254, 1732, 675
125, 253, 1721, 692
126, 49, 1144, 697
127, 50, 1144, 704
128, 52, 1144, 698
129, 51, 1144, 704
130, 50, 1144, 698
131, 50, 1144, 699
132, 53, 1144, 699
133, 52, 1144, 698
134, 54, 1144, 698
135, 50, 1144, 705
136, 50, 1144, 704
137, 53, 1144, 698
138, 54, 1144, 699
139, 51, 1144, 704
140, 53, 1144, 696
141, 51, 1144, 705
142, 53, 1144, 698
143, 52, 1144, 699
144, 51, 1144, 699
145, 53, 1144, 698
146, 52, 1144, 698
147, 49, 1143, 702
148, 53, 1144, 699
149, 53, 1144, 699
150, 51, 1144, 705
151, 50, 1144, 699
152, 50, 1143, 704
153, 53, 1144, 704
154, 50, 1144, 705
155, 52, 1144, 704
156, 50, 1144, 698
157, 51, 1144, 696
158, 49, 1144, 704
159, 50, 1144, 698
160, 47, 1145, 703
161, 50, 1144, 698
162, 49, 1144, 696
163, 50, 1144, 704
164, 51, 1144, 704
165, 51, 1144, 699
166, 50, 1144, 704
167, 53, 1144, 699
168, 49, 1144, 696
169, 50, 1144, 699
170, 50, 1144, 700
171, 51, 1144, 699
172, 51, 1144, 705
173, 49, 1143, 703
174, 50, 1144, 698
175, 52, 1144, 704
176, 49, 1144, 705
177, 53, 1144, 704
178, 50, 1144, 698
179, 51, 1144, 699
180, 54, 1144, 698
181, 50, 1144, 699
182, 52, 1144, 698
183, 51, 1144, 699
184, 50, 1144, 700
185, 50, 1144, 704
186, 53, 1144, 699
187, 49, 1144, 699
188, 52, 1144, 699
189, 50, 1144, 705
190, 49, 1144, 704
191, 50, 1144, 699
192, 51, 1144, 699
193, 50, 1144, 700
194, 51, 1144, 699
195, 52, 1144, 704
196, 52, 1144, 700
197, 50, 1144, 699
198, 52, 1144, 699
199, 51, 1144, 700
200, 49, 1144, 704
201, 51, 1144, 704
202, 52, 1144, 699
203, 51, 1144, 699
204, 47, 1144, 699
205, 50, 1144, 704
206, 49, 1144, 698
207, 52, 1144, 704
208, 50, 1144, 700
209, 51, 1144, 704
210, 51, 1144, 704
211, 48, 1144, 698
212, 51, 1144, 699
213, 50, 1144, 699
214, 50, 1144, 704
215, 51, 1144, 697
216, 52, 1144, 704
217, 50, 1144, 699
218, 51, 1144, 704
219, 51, 1144, 704
220, 49, 1144, 704
221, 50, 1143, 704
222, 51, 1144, 704
223, 50, 1144, 704
224, 51, 1144, 700
225, 50, 1144, 700
226, 51, 1144, 704
227, 52, 1144, 705
228, 53, 1144, 699
229, 51, 1144, 704
230, 50, 1144, 704
231, 48, 1144, 698
232, 49, 1143, 702
